,SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country,Sattelite_Name,Pkg_Name,Pkg_URL,Freq/beam,SR/FEC,undef,Audio,Encryption,Src_Updated
19238,1737.0,RFI Diverse 2,,,DVB-S2,4166.0,1/2,3964 R,tp 7C,40,,,RFI Diverse 2,https://www.lyngsat.com/radiochannels/fr/RFI-Diverse-2.html,False,RFI,,fr,,Eutelsat-8-West-B,,,,,,,,
19239,1738.0,RFI Diverse 3,,,DVB-S2,4166.0,1/2,3964 R,tp 7C,40,,,RFI Diverse 3,https://www.lyngsat.com/radiochannels/fr/RFI-Diverse-3.html,False,RFI,,fr,,Eutelsat-8-West-B,,,,,,,,
19240,1780.0,Radio Notre Dame International,,,DVB-S2,4166.0,1/2,3964 R,tp 7C,40,,,Radio Notre Dame International,https://www.lyngsat.com/radiochannels/fr/Radio-Notre-Dame-International.html,False,RFI,Fre,fr,,Eutelsat-8-West-B,,,,,,,,
19241,1.0,La Gran Carpa Catedral TV,0-0MPEG-2/HD,256.0,DVB-S2,4543.0,3/4,3986 R,tp 7C,40,,,,,False,RFI,Spa Eng Por Fre Kin Swa,,,Eutelsat-8-West-B,,,,,,,,
19271,5190.0,Alaraby TV,MPEG-2/SD,5192.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Alaraby TV,https://www.lyngsat.com/tvchannels/uk/Alaraby-TV.html,False,My TV,Ara,uk,,Eutelsat-8-West-B,,,,,,,,
19272,3800.0,Alaraby TV,MPEG-4/HD,3802.0,DVB-S,27500.0,7/8,12646 H,tp FEM7,51-52,,,Alaraby TV,https://www.lyngsat.com/tvchannels/uk/Alaraby-TV.html,False,My TV,Ara,uk,,Eutelsat-8-West-B,,,,,,,,
19273,5200.0,Al Hiwar TV,MPEG-4/HD,5202.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Al Hiwar TV,https://www.lyngsat.com/tvchannels/uk/Al-Hiwar-TV.html,False,My TV,Ara,uk,,Eutelsat-8-West-B,,,,,,,,
19274,5210.0,Syria TV,MPEG-2/SD,5212.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Syria TV,https://www.lyngsat.com/tvchannels/tr/Syria-TV.html,False,My TV,Ara,tr,,Eutelsat-8-West-B,,,,,,,,
19275,5220.0,Al Shoor TV,MPEG-4/SD,5222.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Al Shoor TV,https://www.lyngsat.com/tvchannels/iq/Al-Shoor-TV.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19276,5230.0,Karbalaeia TV,MPEG-4/HD,5232.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Karbalaeia TV,https://www.lyngsat.com/tvchannels/iq/Karbalaeia-TV.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19277,5250.0,Marjaeyat TV Arabic,MPEG-4/HD,5252.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Marjaeyat TV Arabic,https://www.lyngsat.com/tvchannels/iq/Marjaeyat-TV-Arabic.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19278,5270.0,1TV,MPEG-4/HD,5272.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,1TV,https://www.lyngsat.com/tvchannels/iq/1TV.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19279,5280.0,1 Iraq TV,MPEG-4/SD,5282.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,1 Iraq TV,https://www.lyngsat.com/tvchannels/iq/1-Iraq-TV.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19280,5290.0,Salam TV (Libya),MPEG-4/HD,5292.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Salam TV (Libya),https://www.lyngsat.com/tvchannels/ly/Salam-TV.html,False,My TV,Ara,ly,,Eutelsat-8-West-B,,,,,,,,
19281,5320.0,February Satellite Channel,MPEG-4/SD,5322.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,February Satellite Channel,https://www.lyngsat.com/tvchannels/ly/February-Satellite-Channel.html,False,My TV,Ara,ly,,Eutelsat-8-West-B,,,,,,,,
19282,5450.0,Al Aqila TV,MPEG-2/SD,5452.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Al Aqila TV,https://www.lyngsat.com/tvchannels/--/Al-Aqila-TV.html,False,My TV,Ara,--,,Eutelsat-8-West-B,,,,,,,,
19283,5680.0,Falastini TV,MPEG-2/SD,5682.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Falastini TV,https://www.lyngsat.com/tvchannels/tr/Falastini-TV.html,False,My TV,Ara,tr,,Eutelsat-8-West-B,,,,,,,,
19284,5690.0,Hebron Sat,MPEG-4/SD,5692.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Hebron Sat,https://www.lyngsat.com/tvchannels/ps/Hebron-Sat.html,False,My TV,Ara,ps,,Eutelsat-8-West-B,,,,,,,,
19285,5730.0,Shehab News Agency,MPEG-4/HD,5732.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Shehab News Agency,https://www.lyngsat.com/tvchannels/ps/Shehab-News-Agency.html,False,My TV,Ara,ps,,Eutelsat-8-West-B,,,,,,,,
19286,5750.0,Alanwar TV,MPEG-4/HD,5752.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Alanwar TV,https://www.lyngsat.com/tvchannels/kw/Alanwar-TV.html,False,My TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19287,5760.0,Roghayah TV,MPEG-4/SD,5762.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Roghayah TV,https://www.lyngsat.com/tvchannels/iq/Roghayah-TV.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19288,5770.0,Fursan Al Iraq TV,MPEG-4/SD,5772.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Fursan Al Iraq TV,https://www.lyngsat.com/tvchannels/iq/Fursan-Al-Iraq-TV.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19289,5780.0,Alshaaer TV,MPEG-4/HD,5782.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Alshaaer TV,https://www.lyngsat.com/tvchannels/iq/Alshaaer-TV.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19290,5790.0,Albaghdadia,MPEG-4/HD,5792.0,DVB-S,27500.0,7/8,10971 H,tp BEM1,51-52,,,Albaghdadia,https://www.lyngsat.com/tvchannels/iq/Albaghdadia.html,False,My TV,Ara,iq,,Eutelsat-8-West-B,,,,,,,,
19293,401.0,Aljazeera Channel,MPEG-2/SD,512.0,DVB-S,27500.0,3/4,10971 V,tp BEM2,51-52,,,Aljazeera Channel,https://www.lyngsat.com/tvchannels/qa/Aljazeera-Channel.html,False,Aljazeera,Ara,qa,,Eutelsat-8-West-B,,,,,,,,
19294,501.0,Aljazeera Channel,MPEG-4/HD,601.0,DVB-S2,27500.0,2/3,12521 H,tp FEM1,51-52,,,Aljazeera Channel,https://www.lyngsat.com/tvchannels/qa/Aljazeera-Channel.html,False,Aljazeera,Ara,qa,,Eutelsat-8-West-B,,,,,,,,
19295,402.0,Aljazeera Mubasher,MPEG-2/SD,513.0,DVB-S,27500.0,3/4,10971 V,tp BEM2,51-52,,,Aljazeera Mubasher,https://www.lyngsat.com/tvchannels/qa/Aljazeera-Mubasher.html,False,Aljazeera,Ara,qa,,Eutelsat-8-West-B,,,,,,,,
19297,502.0,Aljazeera Mubasher,MPEG-4/HD,602.0,DVB-S2,27500.0,2/3,12521 H,tp FEM1,51-52,,,Aljazeera Mubasher,https://www.lyngsat.com/tvchannels/qa/Aljazeera-Mubasher.html,False,Aljazeera,Ara,qa,,Eutelsat-8-West-B,,,,,,,,
19299,403.0,Aljazeera English,MPEG-2/SD,514.0,DVB-S,27500.0,3/4,10971 V,tp BEM2,51-52,,,Aljazeera English,https://www.lyngsat.com/tvchannels/qa/Aljazeera-English.html,False,Aljazeera,Eng,qa,,Eutelsat-8-West-B,,,,,,,,
19300,503.0,Aljazeera English,MPEG-4/HD,603.0,DVB-S2,27500.0,2/3,12521 H,tp FEM1,51-52,,,Aljazeera English,https://www.lyngsat.com/tvchannels/qa/Aljazeera-English.html,False,Aljazeera,Eng Eng,qa,,Eutelsat-8-West-B,,,,,,,,
19301,404.0,Aljazeera Documentary,MPEG-2/SD,517.0,DVB-S,27500.0,3/4,10971 V,tp BEM2,51-52,,,Aljazeera Documentary,https://www.lyngsat.com/tvchannels/qa/Aljazeera-Documentary.html,False,Aljazeera,Ara,qa,,Eutelsat-8-West-B,,,,,,,,
19302,504.0,Aljazeera Documentary,MPEG-4/HD,604.0,DVB-S2,27500.0,2/3,12521 H,tp FEM1,51-52,,,Aljazeera Documentary,https://www.lyngsat.com/tvchannels/qa/Aljazeera-Documentary.html,False,Aljazeera,Ara,qa,,Eutelsat-8-West-B,,,,,,,,
19305,411.0,Al Rayyan Radio,,,DVB-S,27500.0,3/4,10971 V,tp BEM2,51-52,,,Al Rayyan Radio,https://www.lyngsat.com/radiochannels/qa/Al-Rayyan-Radio.html,False,Aljazeera,Ara,qa,,Eutelsat-8-West-B,,,,,,,,
19306,412.0,Sout Al Islam,,,DVB-S,27500.0,3/4,10971 V,tp BEM2,51-52,,,Sout Al Islam,https://www.lyngsat.com/radiochannels/qa/Sout-Al-Islam.html,False,Aljazeera,Ara,qa,,Eutelsat-8-West-B,,,,,,,,
19309,1.0,Sharjah TV,MPEG-4/HD,100.0,DVB-S,27500.0,5/6,11013 V,tp BEM4,51-52,,,Sharjah TV,https://www.lyngsat.com/tvchannels/ae/Sharjah-TV.html,False,Sharjah Broadcasting Authority,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19311,3.0,Sharqiya TV,MPEG-4/HD,64.0,DVB-S,27500.0,5/6,11013 V,tp BEM4,51-52,,,Sharqiya TV,https://www.lyngsat.com/tvchannels/ae/Sharqiya-TV.html,False,Sharjah Broadcasting Authority,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19313,5.0,Al Wousta TV,MPEG-4/HD,350.0,DVB-S,27500.0,5/6,11013 V,tp BEM4,51-52,,,Al Wousta TV,https://www.lyngsat.com/tvchannels/ae/Al-Wousta-TV.html,False,Sharjah Broadcasting Authority,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19314,6.0,Sharjah Sports,MPEG-4/HD,200.0,DVB-S,27500.0,5/6,11013 V,tp BEM4,51-52,,,Sharjah Sports,https://www.lyngsat.com/tvchannels/ae/Sharjah-Sports.html,False,Sharjah Broadcasting Authority,Ara Eng,ae,,Eutelsat-8-West-B,,,,,,,,
19316,9.0,Sharjah Radio,,,DVB-S,27500.0,5/6,11013 V,tp BEM4,51-52,,,Sharjah Radio,https://www.lyngsat.com/radiochannels/ae/Sharjah-Radio.html,False,Sharjah Broadcasting Authority,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19317,10.0,Sharjah Quran,,,DVB-S,27500.0,5/6,11013 V,tp BEM4,51-52,,,Sharjah Quran,https://www.lyngsat.com/radiochannels/ae/Sharjah-Quran.html,False,Sharjah Broadcasting Authority,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19318,11.0,Pulse 95,,,DVB-S,27500.0,5/6,11013 V,tp BEM4,51-52,,,Pulse 95,https://www.lyngsat.com/radiochannels/ae/Pulse-95.html,False,Sharjah Broadcasting Authority,Eng,ae,,Eutelsat-8-West-B,,,,,,,,
19319,12.0,Watar FM,,,DVB-S,27500.0,5/6,11013 V,tp BEM4,51-52,,,Watar FM,https://www.lyngsat.com/radiochannels/ae/Watar-FM.html,False,Sharjah Broadcasting Authority,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19320,2106.0,BeIn Sports,MPEG-4/HD,501.0,DVB-S2,27500.0,2/3,11054 H,tp BEM5,51-52,,,BeIn Sports,https://www.lyngsat.com/tvchannels/qa/BeIn-Sports.html,False,Sharjah Broadcasting Authority,Ara Eng,qa,,Eutelsat-8-West-B,,,,,,,,
19322,1101.0,KTV 1,MPEG-4/HD,102.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,KTV 1,https://www.lyngsat.com/tvchannels/kw/KTV-1.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19323,1102.0,KTV 2 (Kuwait),MPEG-4/HD,34.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,KTV 2 (Kuwait),https://www.lyngsat.com/tvchannels/kw/KTV-2.html,False,Kuwait TV,Eng,kw,,Eutelsat-8-West-B,,,,,,,,
19324,1103.0,KTV Sport,MPEG-4/HD,112.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,KTV Sport,https://www.lyngsat.com/tvchannels/kw/KTV-Sport.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19325,1104.0,KTV Sport 2,MPEG-4/HD,43.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,KTV Sport 2,https://www.lyngsat.com/tvchannels/kw/KTV-Sport-2.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19326,1105.0,KTV Ethraa,MPEG-4/HD,41.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,KTV Ethraa,https://www.lyngsat.com/tvchannels/kw/KTV-Ethraa.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19327,1106.0,KTV Arabe,MPEG-4/HD,46.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,KTV Arabe,https://www.lyngsat.com/tvchannels/kw/KTV-Arabe.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19328,1107.0,Al-Majlis TV,MPEG-4/HD,53.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,Al-Majlis TV,https://www.lyngsat.com/tvchannels/kw/Al-Majlis-TV.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19329,1108.0,KTV Al Qurain,MPEG-4/HD,50.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,KTV Al Qurain,https://www.lyngsat.com/tvchannels/kw/KTV-Al-Qurain.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19330,1110.0,KTV Drama,MPEG-4/HD,1112.0,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,KTV Drama,https://www.lyngsat.com/tvchannels/kw/KTV-Drama.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19331,11.0,Kuwait Radio One,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,Kuwait Radio One,https://www.lyngsat.com/radiochannels/kw/Kuwait-Radio-One.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19333,12.0,Kuwait Radio Two,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,Kuwait Radio Two,https://www.lyngsat.com/radiochannels/kw/Kuwait-Radio-Two.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19334,13.0,AlQuran Alkarem,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,AlQuran Alkarem,https://www.lyngsat.com/radiochannels/kw/AlQuran-Alkarem.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19335,14.0,Easy FM,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,Easy FM,https://www.lyngsat.com/radiochannels/kw/Easy-FM.html,False,Kuwait TV,Eng,kw,,Eutelsat-8-West-B,,,,,,,,
19336,15.0,Kuwait FM,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,Kuwait FM,https://www.lyngsat.com/radiochannels/kw/Kuwait-FM.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19337,16.0,Super Station,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,Super Station,https://www.lyngsat.com/radiochannels/kw/Super-Station.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19338,17.0,The Old Arabic Singing,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,The Old Arabic Singing,https://www.lyngsat.com/radiochannels/kw/The-Old-Arabic-Singing.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19339,18.0,Traditional Station,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,Traditional Station,https://www.lyngsat.com/radiochannels/kw/Traditional-Station.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19340,19.0,OFM,,,DVB-S2,27500.0,2/3,11054 V,tp BEM6,51-52,,,OFM,https://www.lyngsat.com/radiochannels/kw/OFM.html,False,Kuwait TV,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19342,1.0,TV Lamasat,MPEG-2/SD,769.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,TV Lamasat,https://www.lyngsat.com/tvchannels/eg/TV-Lamasat.html,False,ViewMedia,Ara,eg,,Eutelsat-8-West-B,,,,,,,,
19343,2.0,Alkarma TV Middle East,MPEG-2/SD,770.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Alkarma TV Middle East,https://www.lyngsat.com/tvchannels/us/Alkarma-TV-Middle-East.html,False,ViewMedia,Ara,us,,Eutelsat-8-West-B,,,,,,,,
19344,250.0,Alkarma TV Middle East,MPEG-2/SD,1250.0,DVB-S,27500.0,7/8,12563 V,tp FEE4,52,,,Alkarma TV Middle East,https://www.lyngsat.com/tvchannels/us/Alkarma-TV-Middle-East.html,False,ViewMedia,Ara,us,,Eutelsat-8-West-B,,,,,,,,
19345,4.0,Al-Sahat TV,MPEG-2/SD,772.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Al-Sahat TV,https://www.lyngsat.com/tvchannels/ye/Al-Sahat-TV.html,False,ViewMedia,Ara,ye,,Eutelsat-8-West-B,,,,,,,,
19346,5.0,Mahdi has appeared TV,MPEG-2/SD,773.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Mahdi has appeared TV,https://www.lyngsat.com/tvchannels/--/Mahdi-has-appeared-TV.html,False,ViewMedia,Ara,--,,Eutelsat-8-West-B,,,,,,,,
19347,6.0,Alhawyah,MPEG-2/SD,774.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Alhawyah,https://www.lyngsat.com/tvchannels/ye/Alhawyah.html,False,ViewMedia,Ara,ye,,Eutelsat-8-West-B,,,,,,,,
19348,8.0,Al Basira TV,MPEG-2/SD,776.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Al Basira TV,https://www.lyngsat.com/tvchannels/--/Al-Basira-TV.html,False,ViewMedia,Ara,--,,Eutelsat-8-West-B,,,,,,,,
19349,13.0,LN24 SA,MPEG-2/SD,787.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,LN24 SA,https://www.lyngsat.com/tvchannels/za/LN24-SA.html,False,ViewMedia,Eng,za,,Eutelsat-8-West-B,,,,,,,,
19350,14.0,Al-Fady TV,MPEG-2/SD,788.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Al-Fady TV,https://www.lyngsat.com/tvchannels/us/Al-Fady-TV.html,False,ViewMedia,Ara,us,,Eutelsat-8-West-B,,,,,,,,
19351,15.0,Al Horreya TV,MPEG-2/SD,789.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Al Horreya TV,https://www.lyngsat.com/tvchannels/us/Al-Horreya-TV.html,False,ViewMedia,Ara,us,,Eutelsat-8-West-B,,,,,,,,
19352,16.0,Almasirah Mubasher,MPEG-2/SD,790.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Almasirah Mubasher,https://www.lyngsat.com/tvchannels/ye/Almasirah-Mubasher.html,False,ViewMedia,Ara,ye,,Eutelsat-8-West-B,,,,,,,,
19353,17.0,Alanwar TV 2,MPEG-2/SD,791.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Alanwar TV 2,https://www.lyngsat.com/tvchannels/kw/Alanwar-TV-2.html,False,ViewMedia,Ara,kw,,Eutelsat-8-West-B,,,,,,,,
19354,18.0,Misr AlBalad,MPEG-2/SD,792.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Misr AlBalad,https://www.lyngsat.com/tvchannels/eg/Misr-AlBalad.html,False,ViewMedia,Ara,eg,,Eutelsat-8-West-B,,,,,,,,
19355,21.0,Allahdhah TV,MPEG-2/SD,801.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Allahdhah TV,https://www.lyngsat.com/tvchannels/ye/Allahdhah-TV.html,False,ViewMedia,Ara,ye,,Eutelsat-8-West-B,,,,,,,,
19356,23.0,Logos TV (USA),MPEG-2/SD,803.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Logos TV (USA),https://www.lyngsat.com/tvchannels/us/Logos-TV.html,False,ViewMedia,Ara,us,,Eutelsat-8-West-B,,,,,,,,
19357,26.0,Koogi TV,MPEG-2/SD,806.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Koogi TV,https://www.lyngsat.com/tvchannels/eg/Koogi-TV.html,False,ViewMedia,Ara,eg,,Eutelsat-8-West-B,,,,,,,,
19358,28.0,Wasat TV,MPEG-4/HD,808.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Wasat TV,https://www.lyngsat.com/tvchannels/ly/Wasat-TV.html,False,ViewMedia,Ara,ly,,Eutelsat-8-West-B,,,,,,,,
19359,29.0,Alkeraza TV,MPEG-2/SD,809.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Alkeraza TV,https://www.lyngsat.com/tvchannels/us/Alkeraza-TV.html,False,ViewMedia,Per,us,,Eutelsat-8-West-B,,,,,,,,
19360,31.0,The Savior,MPEG-2/SD,817.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,The Savior,https://www.lyngsat.com/tvchannels/--/The-Savior.html,False,ViewMedia,Ara,--,,Eutelsat-8-West-B,,,,,,,,
19361,32.0,Almasirah TV,MPEG-2/SD,818.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Almasirah TV,https://www.lyngsat.com/tvchannels/ye/Almasirah-TV.html,False,ViewMedia,Ara,ye,,Eutelsat-8-West-B,,,,,,,,
19362,35.0,Iraq Future TV,MPEG-2/SD,47.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Iraq Future TV,https://www.lyngsat.com/tvchannels/--/Iraq-Future-TV.html,False,ViewMedia,Ara,--,,Eutelsat-8-West-B,,,,,,,,
19363,38.0,Mariam TV,MPEG-2/SD,824.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Mariam TV,https://www.lyngsat.com/tvchannels/lb/Mariam-TV.html,False,ViewMedia,Ara,lb,,Eutelsat-8-West-B,,,,,,,,
19364,40.0,Al Ons TV,MPEG-2/SD,832.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Al Ons TV,https://www.lyngsat.com/tvchannels/ma/Al-Ons-TV.html,False,ViewMedia,Ara,ma,,Eutelsat-8-West-B,,,,,,,,
19365,44.0,Nour Kids,MPEG-2/SD,836.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Nour Kids,https://www.lyngsat.com/tvchannels/lb/Nour-Kids.html,False,ViewMedia,Ara,lb,,Eutelsat-8-West-B,,,,,,,,
19366,45.0,Nour Al Koddass,MPEG-2/SD,837.0,DVB-S,27500.0,7/8,11096 H,tp BEM7,51-52,,,Nour Al Koddass,https://www.lyngsat.com/tvchannels/lb/Nour-Al-Koddass.html,False,ViewMedia,Ara,lb,,Eutelsat-8-West-B,,,,,,,,
19368,4710.0,Dubai TV,MPEG-2/SD,201.0,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Dubai TV,https://www.lyngsat.com/tvchannels/ae/Dubai-TV.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19369,4711.0,Sama Dubai,MPEG-2/SD,211.0,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Sama Dubai,https://www.lyngsat.com/tvchannels/ae/Sama-Dubai.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19370,4712.0,Dubai Sports,MPEG-2/SD,221.0,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Dubai Sports,https://www.lyngsat.com/tvchannels/ae/Dubai-Sports.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19371,4713.0,Dubai Sports 2,MPEG-2/SD,231.0,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Dubai Sports 2,https://www.lyngsat.com/tvchannels/ae/Dubai-Sports-2.html,False,Dubai Media,Ara Eng,ae,,Eutelsat-8-West-B,,,,,,,,
19372,4714.0,Dubai Sports 3,MPEG-2/SD,241.0,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Dubai Sports 3,https://www.lyngsat.com/tvchannels/ae/Dubai-Sports-3.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19373,4715.0,Dubai Racing 2,MPEG-2/SD,251.0,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Dubai Racing 2,https://www.lyngsat.com/tvchannels/ae/Dubai-Racing-2.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19374,4716.0,Dubai Racing 3,MPEG-2/SD,261.0,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Dubai Racing 3,https://www.lyngsat.com/tvchannels/ae/Dubai-Racing-3.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19375,4719.0,Dubai One,MPEG-2/SD,291.0,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Dubai One,https://www.lyngsat.com/tvchannels/ae/Dubai-One.html,False,Dubai Media,Eng,ae,,Eutelsat-8-West-B,,,,,,,,
19376,4730.0,Noor Dubai Radio,,,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Noor Dubai Radio,https://www.lyngsat.com/radiochannels/ae/Noor-Dubai-Radio.html,False,Dubai Media,Eng,ae,,Eutelsat-8-West-B,,,,,,,,
19377,4731.0,Dubai Radio 93,,,DVB-S,27500.0,3/4,11096 V,tp BEM8,51-52,,,Dubai Radio 93,https://www.lyngsat.com/radiochannels/ae/Dubai-Radio-93.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19378,2701.0,Al Yawm,MPEG-4/HD,42.0,DVB-S2,27500.0,5/6,11137 H,tp BEM9,51-52,Verimatrix (B),,Al Yawm,https://www.lyngsat.com/tvchannels/ae/Al-Yawm.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
19379,2702.0,Al Safwa,MPEG-4/SD,39.0,DVB-S2,27500.0,5/6,11137 H,tp BEM9,51-52,Verimatrix (B),,Al Safwa,https://www.lyngsat.com/tvchannels/ae/Al-Safwa.html,False,Dubai Media,Ara,ae,,Eutelsat-8-West-B,,,,,,,,
