Provider/Channel,Sattelite_Name,freq_alt,Languages
ABC Triple J,Optus-D2,12470 H,Eng
ABC Triple J,Optus-D2,12470 H,Eng
ABC Triple J,Optus-D2,12470 H,Eng
ABC Triple J,Optus-D2,12470 H,Eng
ABC Triple J,Optus-D2,12470 H,Eng
ABC Triple J,Optus-D2,12470 H,Eng
ABC Triple J,Optus-D2,12658 H,Eng
ABC Triple J,Optus-D2,12658 H,Eng
ABC Triple J,Optus-D2,12658 H,Eng
ABC Triple J,Optus-D2,12658 H,Eng
ABC Triple J,Optus-D2,12658 H,Eng
ABC Triple J,Optus-D2,12658 H,Eng
ABC Radio Melbourne,Optus-D2,12445 V,Eng
ABC Radio Melbourne,Optus-D2,12470 H,Eng
ABC Radio Melbourne,Optus-D2,12658 H,Eng
Radio Australia English for Asia,Optus-D2,12445 V,Eng
Firstlight,Optus-D2,12456 H,Eng
Eden (New Zealand),Optus-D2,12456 H,Eng
Hope Channel New Zealand,Optus-D2,12456 H,Eng
Rush,Optus-D2,12456 H,Eng
Three,Optus-D2,12456 H,Eng
Bravo New Zealand,Optus-D2,12456 H,Eng
Parliament TV (New Zealand),Optus-D2,12456 H,Eng
Parliament TV (New Zealand),Optus-D2,12456 H,Qaa
Te Reo,Optus-D2,12456 H,
Three +1,Optus-D2,12456 H,Eng
Shine TV,Optus-D2,12456 H,Eng
HGTV New Zealand,Optus-D2,12456 H,Eng
RNZ National,Optus-D2,12456 H,Eng
RNZ National,Optus-D2,12519 H,Eng
RNZ Concert,Optus-D2,12456 H,Eng
RNZ Concert,Optus-D2,12519 H,Eng
George FM,Optus-D2,12456 H,Eng
Base FM,Optus-D2,12456 H,Eng
ABC News (Australia),Optus-D2,12470 H,Eng
ABC News (Australia),Optus-D2,12470 H,Eng
ABC News (Australia),Optus-D2,12470 H,Eng
ABC News (Australia),Optus-D2,12470 H,Eng
ABC News (Australia),Optus-D2,12470 H,Eng
ABC News (Australia),Optus-D2,12470 H,Eng
ABC News (Australia),Optus-D2,12658 H,Eng
ABC News (Australia),Optus-D2,12658 H,Eng
ABC News (Australia),Optus-D2,12658 H,Eng
ABC News (Australia),Optus-D2,12658 H,Eng
ABC News (Australia),Optus-D2,12658 H,Eng
ABC News (Australia),Optus-D2,12658 H,Eng
ABC TV NSW,Optus-D2,12470 H,Eng
ABC TV NSW,Optus-D2,12470 H,Eng
ABC TV NSW,Optus-D2,12658 H,Eng
ABC TV NSW,Optus-D2,12658 H,Eng
ABC Kids NSW (05.00-19.30),Optus-D2,12470 H,Eng
ABC Kids NSW (05.00-19.30),Optus-D2,12658 H,Eng
ABC TV Plus NSW (19.30-05.00),Optus-D2,12470 H,Eng
ABC TV Plus NSW (19.30-05.00),Optus-D2,12658 H,Eng
ABC Me NSW,Optus-D2,12470 H,Eng
ABC Me NSW,Optus-D2,12658 H,Eng
ABC Jazz,Optus-D2,12470 H,Eng
ABC Jazz,Optus-D2,12470 H,Eng
ABC Jazz,Optus-D2,12470 H,Eng
ABC Jazz,Optus-D2,12470 H,Eng
ABC Jazz,Optus-D2,12470 H,Eng
ABC Jazz,Optus-D2,12470 H,Eng
ABC Jazz,Optus-D2,12658 H,Eng
ABC Jazz,Optus-D2,12658 H,Eng
ABC Jazz,Optus-D2,12658 H,Eng
ABC Jazz,Optus-D2,12658 H,Eng
ABC Jazz,Optus-D2,12658 H,Eng
ABC Jazz,Optus-D2,12658 H,Eng
ABC Kids listen,Optus-D2,12470 H,Eng
ABC Kids listen,Optus-D2,12470 H,Eng
ABC Kids listen,Optus-D2,12470 H,Eng
ABC Kids listen,Optus-D2,12470 H,Eng
ABC Kids listen,Optus-D2,12470 H,Eng
ABC Kids listen,Optus-D2,12470 H,Eng
ABC Kids listen,Optus-D2,12658 H,Eng
ABC Kids listen,Optus-D2,12658 H,Eng
ABC Kids listen,Optus-D2,12658 H,Eng
ABC Kids listen,Optus-D2,12658 H,Eng
ABC Kids listen,Optus-D2,12658 H,Eng
ABC Kids listen,Optus-D2,12658 H,Eng
ABC Triple J Unearthed,Optus-D2,12470 H,Eng
ABC Triple J Unearthed,Optus-D2,12470 H,Eng
ABC Triple J Unearthed,Optus-D2,12470 H,Eng
ABC Triple J Unearthed,Optus-D2,12470 H,Eng
ABC Triple J Unearthed,Optus-D2,12470 H,Eng
ABC Triple J Unearthed,Optus-D2,12470 H,Eng
ABC Triple J Unearthed,Optus-D2,12658 H,Eng
ABC Triple J Unearthed,Optus-D2,12658 H,Eng
ABC Triple J Unearthed,Optus-D2,12658 H,Eng
ABC Triple J Unearthed,Optus-D2,12658 H,Eng
ABC Triple J Unearthed,Optus-D2,12658 H,Eng
ABC Triple J Unearthed,Optus-D2,12658 H,Eng
ABC Country,Optus-D2,12470 H,Eng
ABC Country,Optus-D2,12470 H,Eng
ABC Country,Optus-D2,12470 H,Eng
ABC Country,Optus-D2,12470 H,Eng
ABC Country,Optus-D2,12470 H,Eng
ABC Country,Optus-D2,12470 H,Eng
ABC Country,Optus-D2,12658 H,Eng
ABC Country,Optus-D2,12658 H,Eng
ABC Country,Optus-D2,12658 H,Eng
ABC Country,Optus-D2,12658 H,Eng
ABC Country,Optus-D2,12658 H,Eng
ABC Country,Optus-D2,12658 H,Eng
ABC Radio National NSW,Optus-D2,12470 H,Eng
ABC Radio National NSW,Optus-D2,12470 H,Eng
ABC Radio National NSW,Optus-D2,12470 H,Eng
ABC Radio National NSW,Optus-D2,12470 H,Eng
ABC Radio National NSW,Optus-D2,12470 H,Eng
ABC Radio National NSW,Optus-D2,12470 H,Eng
ABC Radio National NSW,Optus-D2,12658 H,Eng
ABC Radio National NSW,Optus-D2,12658 H,Eng
ABC Radio National NSW,Optus-D2,12658 H,Eng
ABC Radio National NSW,Optus-D2,12658 H,Eng
ABC Radio National NSW,Optus-D2,12658 H,Eng
ABC Radio National NSW,Optus-D2,12658 H,Eng
ABC TV SA,Optus-D2,12470 H,Eng
ABC TV SA,Optus-D2,12470 H,Eng
ABC TV SA,Optus-D2,12658 H,Eng
ABC TV SA,Optus-D2,12658 H,Eng
ABC Kids SA (05.00-19.30),Optus-D2,12470 H,Eng
ABC Kids SA (05.00-19.30),Optus-D2,12658 H,Eng
ABC TV Plus SA (19.30-05.00),Optus-D2,12470 H,Eng
ABC TV Plus SA (19.30-05.00),Optus-D2,12658 H,Eng
ABC Me SA,Optus-D2,12470 H,Eng
ABC Me SA,Optus-D2,12658 H,Eng
ABC Radio Adelaide,Optus-D2,12470 H,Eng
ABC Radio Adelaide,Optus-D2,12658 H,Eng
ABC TV NT,Optus-D2,12470 H,Eng
ABC TV NT,Optus-D2,12470 H,Eng
ABC TV NT,Optus-D2,12658 H,Eng
ABC TV NT,Optus-D2,12658 H,Eng
ABC Kids NT (05.00-19.30),Optus-D2,12470 H,Eng
ABC Kids NT (05.00-19.30),Optus-D2,12658 H,Eng
ABC TV Plus NT (19.30-05.00),Optus-D2,12470 H,Eng
ABC TV Plus NT (19.30-05.00),Optus-D2,12658 H,Eng
ABC Me NT,Optus-D2,12470 H,Eng
ABC Me NT,Optus-D2,12658 H,Eng
ABC Radio Darwin,Optus-D2,12470 H,Eng
ABC Radio Darwin,Optus-D2,12658 H,Eng
ABC TV WA,Optus-D2,12470 H,Eng
ABC TV WA,Optus-D2,12470 H,Eng
ABC TV WA,Optus-D2,12658 H,Eng
ABC TV WA,Optus-D2,12658 H,Eng
ABC Kids WA (05.00-19.30),Optus-D2,12470 H,Eng
ABC Kids WA (05.00-19.30),Optus-D2,12658 H,Eng
ABC TV Plus WA (19.30-05.00),Optus-D2,12470 H,Eng
ABC TV Plus WA (19.30-05.00),Optus-D2,12658 H,Eng
ABC Me WA,Optus-D2,12470 H,Eng
ABC Me WA,Optus-D2,12658 H,Eng
ABC Radio Perth,Optus-D2,12470 H,Eng
ABC Radio Perth,Optus-D2,12658 H,Eng
ABC TV Victoria,Optus-D2,12470 H,Eng
ABC TV Victoria,Optus-D2,12470 H,Eng
ABC TV Victoria,Optus-D2,12658 H,Eng
ABC TV Victoria,Optus-D2,12658 H,Eng
ABC Kids Victoria (05.00-19.30),Optus-D2,12470 H,Eng
ABC Kids Victoria (05.00-19.30),Optus-D2,12658 H,Eng
ABC TV Plus Victoria (19.30-05.00),Optus-D2,12470 H,Eng
ABC TV Plus Victoria (19.30-05.00),Optus-D2,12658 H,Eng
ABC Me Victoria,Optus-D2,12470 H,Eng
ABC Me Victoria,Optus-D2,12658 H,Eng
ABC TV Queensland,Optus-D2,12470 H,Eng
ABC TV Queensland,Optus-D2,12470 H,Eng
ABC TV Queensland,Optus-D2,12658 H,Eng
ABC TV Queensland,Optus-D2,12658 H,Eng
ABC Kids Queensland (05.00-19.30),Optus-D2,12470 H,Eng
ABC Kids Queensland (05.00-19.30),Optus-D2,12658 H,Eng
ABC TV Plus Queensland (19.30-05.00),Optus-D2,12470 H,Eng
ABC TV Plus Queensland (19.30-05.00),Optus-D2,12658 H,Eng
ABC Me Queensland,Optus-D2,12470 H,Eng
ABC Me Queensland,Optus-D2,12658 H,Eng
ABC Radio Brisbane,Optus-D2,12470 H,Eng
ABC Radio Brisbane,Optus-D2,12658 H,Eng
Maori TV,Optus-D2,12483 H,
TVNZ 1 Auckland,Optus-D2,12483 H,Eng
TVNZ 2,Optus-D2,12483 H,Eng
TVNZ 1 Auckland +1,Optus-D2,12483 H,Eng
TVNZ 2 +1,Optus-D2,12483 H,Eng
TVNZ 1 Hamilton,Optus-D2,12483 H,Eng
TVNZ 1 Wellington,Optus-D2,12483 H,Eng
TVNZ 1 Christchurch,Optus-D2,12483 H,Eng
TVNZ Duke +1,Optus-D2,12519 H,Eng
Sky Open +1,Optus-D2,12519 H,Eng
Bravo New Zealand +1,Optus-D2,12519 H,Eng
Eden +1 (New Zealand),Optus-D2,12519 H,Eng
Sky Open,Optus-D2,12519 H,Eng
Tahu FM,Optus-D2,12519 H,
SBS Viceland Victoria,Optus-D2,12532 H,
SBS Food Victoria,Optus-D2,12532 H,Eng
NITV,Optus-D2,12532 H,Eng
SBS WorldWatch,Optus-D2,12532 H,
SBS WorldWatch,Optus-D2,12532 H,
SBS WorldWatch,Optus-D2,12532 H,
SBS WorldWatch,Optus-D2,12532 H,
SBS WorldWatch,Optus-D2,12532 H,
SBS WorldWatch,Optus-D2,12532 H,
SBS Radio 1 Victoria,Optus-D2,12532 H,
SBS Radio 2 Victoria,Optus-D2,12532 H,
SBS Radio 3,Optus-D2,12532 H,
SBS Viceland WA,Optus-D2,12532 H,
SBS Food WA,Optus-D2,12532 H,Eng
SBS Radio 1 WA,Optus-D2,12532 H,
SBS Radio 2 WA,Optus-D2,12532 H,
SBS Viceland Tasmania,Optus-D2,12532 H,
SBS Food Tasmania,Optus-D2,12532 H,Eng
SBS Radio 1 Tasmania,Optus-D2,12532 H,
SBS Radio 2 Tasmania,Optus-D2,12532 H,
SBS Viceland NSW,Optus-D2,12532 H,
SBS Food NSW,Optus-D2,12532 H,Eng
SBS Radio 1 NSW,Optus-D2,12532 H,
SBS Radio 2 NSW,Optus-D2,12532 H,
SBS Viceland Queensland,Optus-D2,12532 H,
SBS Food Queensland,Optus-D2,12532 H,Eng
SBS Radio 1 Queensland,Optus-D2,12532 H,
SBS Radio 2 Queensland,Optus-D2,12532 H,
SBS Viceland SA,Optus-D2,12532 H,
SBS Food SA,Optus-D2,12532 H,Eng
SBS Radio 1 SA,Optus-D2,12532 H,
SBS Radio 2 SA,Optus-D2,12532 H,
Fix & Foxi,ABS-6,3913 V,Eng
Fix & Foxi,ABS-6,3913 V,Ara
Fix & Foxi,ABS-6,3913 V,Ger
Rotana Music,ABS-6,3913 V,Ara
Rotana Cinema KSA,ABS-6,3913 V,Ara
Alresalah TV,ABS-6,3913 V,Ara
Trace Sport Stars,ABS-6,12696 V,Eng
Trace Sport Stars,ABS-6,12696 V,Eng
Expo Channel,Optus-10,12278 H,Eng
TVSN,Optus-10,12407 V,Eng
TVSN,Optus-10,12478 H,Eng
Foxtel Digital Help,Optus-10,12438 H,Eng
Aljazeera English,Optus-10,12478 H,Eng
VAST Information Channel,Optus-10,12647 V,Eng
Southern Cross Austereo Disaster Relief,Optus-10,12647 V,Eng
(TV Asahi feeds),JCSAT-2B,12276 H,
(TV Asahi feeds),JCSAT-2B,12293 H,
(TV Asahi feeds),JCSAT-2B,12302 H,
(TV Asahi feeds),JCSAT-2B,12356 H,
(TV Asahi feeds),JCSAT-2B,12373 H,
TV Asahi,JCSAT-2B,12364 H,Jpn
Sound of Hope,JCSAT-2B,12367 V,Chi
NTD TV China,JCSAT-2B,12367 V,Chi
Cable 4K,JCSAT-2B,12403 H,Jpn
Shinnyo-en (09-17),JCSAT-2B,12496 H,Jpn
Worldmate,JCSAT-2B,12505 H,
AOL Internet,JCSAT-2B,12696 H,
BRI Vision promo,BRIsat,3532 H,Ind
BRI Vision promo,BRIsat,3532 H,Ind
BRI Vision promo,BRIsat,3532 H,Ind
BRI Vision promo,BRIsat,3532 H,Ind
BRI Vision promo,BRIsat,3855 V,Ind
BRI Vision promo,BRIsat,3855 V,Ind
BRI Vision promo,BRIsat,3855 V,Ind
BRI Vision promo,BRIsat,3855 V,Ind
{},Nusantara-Satu,3579 V,
(PSN feeds),Nusantara-Satu,4013 H,
Elshinta TV,Nusantara-Satu,4013 H,Ind
Perviy kanal (+9h),Express-AMU7,3662 R,Rus
Match!,Express-AMU7,3662 R,Rus
Match!,Express-AMU7,3714 R,Rus
NTV (+9h),Express-AMU7,3662 R,Rus
5 Kanal (+9h),Express-AMU7,3662 R,Rus
Rossiya K (+9h),Express-AMU7,3662 R,Rus
Karusel (+9h),Express-AMU7,3662 R,Rus
TV Centr Dal'nii Vostok,Express-AMU7,3662 R,Rus
TV Centr Dal'nii Vostok,Express-AMU7,3714 R,Rus
Vesti FM,Express-AMU7,3662 R,Rus
Vesti FM,Express-AMU7,3714 R,Rus
Radio Mayak,Express-AMU7,3662 R,Rus
Radio Mayak,Express-AMU7,3714 R,Rus
Rossiya 1 (+9h),Express-AMU7,3662 R,Rus
Rossiya 24,Express-AMU7,3662 R,Rus
Rossiya 24,Express-AMU7,3714 R,Rus
OTR,Express-AMU7,3662 R,Rus
OTR,Express-AMU7,3714 R,Rus
Radio Rossii (+9h),Express-AMU7,3662 R,Rus
Perviy kanal (+8h),Express-AMU7,3714 R,Rus
NTV (+8h),Express-AMU7,3714 R,Rus
5 Kanal (+8h),Express-AMU7,3714 R,Rus
Rossiya K (+8h),Express-AMU7,3714 R,Rus
Karusel (+8h),Express-AMU7,3714 R,Rus
Rossiya 1 (+7h),Express-AMU7,3714 R,Rus
Radio Rossii (+7h),Express-AMU7,3714 R,Rus
REN TV (+7h),Express-AMU7,3766 R,Rus
Telekanal Spas,Express-AMU7,3766 R,Rus
STS (+7h),Express-AMU7,3766 R,Rus
Domashniy (+7h),Express-AMU7,3766 R,Rus
TV 3 (+7h),Express-AMU7,3766 R,Rus
Pyatnitsa! (+7h),Express-AMU7,3766 R,Rus
Telekanal Zvezda (+7h),Express-AMU7,3766 R,Rus
Mir (+7h),Express-AMU7,3766 R,Rus
TNT (+7h),Express-AMU7,3766 R,Rus
Muz TV (+7h),Express-AMU7,3766 R,Rus
NHK Educational TV,Superbird-C2,12363 V,Jpn
NHK General TV,Superbird-C2,12385 V,Jpn
Medekiku TV (Tue/Thu/Sat 12.00-22.30),Superbird-C2,12558 V,Jpn
(Solar feeds),Apstar-9,3816 H,
CCTV 13,Apstar-9,11041 H,Chi
(CCTV feeds),Apstar-9,11054 H,
(CCTV feeds),Apstar-9,11651 H,
CCTV 5,Apstar-9,11118 H,Chi
CCTV 1,Apstar-9,11672 H,Chi
Telekarta promo,Express-AM5,10981 V,Rus
Shop & Show,Express-AM5,10981 V,Rus
Europa Plus (+7h),Express-AM5,10981 V,Rus
Retro FM Rossiya (+7h),Express-AM5,10981 V,Rus
NVK Sakha,Express-AM5,11124 V,Rus
Sakha 24,Express-AM5,11124 V,Rus
NVK Sakha Pokrovsk,Express-AM5,11124 V,Rus
Mamont TV,Express-AM5,11124 V,Rus
Almaznyy kray TV,Express-AM5,11124 V,Rus
Radio Republic Sakha,Express-AM5,11124 V,Rus
Radio Mayak,Express-AM5,11124 V,Rus
Radio Rossii,Express-AM5,11124 V,Rus
8 Kanal,Express-AM5,11387 V,Rus
TNT Music,Express-AM5,11387 V,Rus
Soyuz,Express-AM5,11530 H,Rus
Juvelirochka,Express-AM5,11530 H,Rus
Juvelirochka,Express-AM5,11665 V,Rus
STS Love (+7h),Express-AM5,11530 H,Rus
Leomax 24,Express-AM5,11530 H,Rus
Leomax 24,Express-AM5,11665 V,Rus
Europa Plus (+5h),Express-AM5,11665 V,Rus
Retro FM Rossiya (+5h),Express-AM5,11665 V,Rus
Novoe Radio,Express-AT2,12188 L,Rus
Nashe Radio (+4h),Express-AT2,12188 L,Rus
Love Radio (Russia),Express-AT2,12188 L,Rus
Love Radio (Russia),Express-AT2,12380 L,Rus
Humor FM,Express-AT2,12380 L,Rus
Radio Romantika,Express-AT2,12380 L,Rus
Avtoradio,Express-AT2,12380 L,Rus
Radio Vanya,Express-AT2,12380 L,Rus
NRJ Russia,Express-AT2,12380 L,Rus
DFM,Express-AT2,12380 L,Rus
Russkoe Radio,Express-AT2,12380 L,Rus
Hit FM (Russia),Express-AT2,12380 L,Rus
Maximum 103.7 FM,Express-AT2,12380 L,Rus
Business FM,Express-AT2,12380 L,Rus
Militseyskaya Volna,Express-AT2,12380 L,Rus
Comedy Radio,Express-AT2,12380 L,Rus
Radio Komsomolskaya Pravda,Express-AT2,12380 L,Rus
Relax FM,Express-AT2,12380 L,Rus
Radio Mir (0h),Express-AT2,12380 L,Rus
Detskoe Radio Moskva,Express-AT2,12380 L,Rus
Vesti FM,Express-AT2,12380 L,Rus
Radio Mayak,Express-AT2,12380 L,Rus
Radio Rossii,Express-AT2,12380 L,Rus
Radio Republic Sakha,Express-AT2,12380 L,Rus
(GMA feeds),Telstar-18-Vantage,3707 H,
(GMA feeds),Telstar-18-Vantage,3710 H,
GMA TV,Telstar-18-Vantage,3745 H,Tgl
GMA TV,Telstar-18-Vantage,3847 H,Tgl
GMA TV,Telstar-18-Vantage,3847 H,Tgl
GTV (Philippines),Telstar-18-Vantage,3745 H,Tgl
GTV (Philippines),Telstar-18-Vantage,3847 H,Tgl
GMA Life TV,Telstar-18-Vantage,3751 H,Tgl
GMA Pinoy TV USA & Canada,Telstar-18-Vantage,3751 H,Tgl
GMA News TV,Telstar-18-Vantage,3751 H,Tgl
DZBB 594 Super Radyo,Telstar-18-Vantage,3751 H,Tgl
Barangay LS 97.1,Telstar-18-Vantage,3751 H,Tgl
(GMA TV feeds),Telstar-18-Vantage,3768 H,
(GMA TV feeds),Telstar-18-Vantage,3774 H,
SMNI News Channel,Telstar-18-Vantage,3824 H,Tgl
SMNI,Telstar-18-Vantage,3827 H,Tgl
DZAR Sonshine Radio 1026,Telstar-18-Vantage,3827 H,
INC TV,Telstar-18-Vantage,3831 H,Tgl
Net 25,Telstar-18-Vantage,3831 H,Tgl
INC Radio DZEM 954,Telstar-18-Vantage,3831 H,
Radyo Agila,Telstar-18-Vantage,3831 H,Tgl
Eagle FM,Telstar-18-Vantage,3831 H,
Jungo Pinoy,Telstar-18-Vantage,3835 H,Tgl
Scream Flix,Telstar-18-Vantage,3835 H,Eng
Heart of Asia,Telstar-18-Vantage,3847 H,Tgl
Hallypop,Telstar-18-Vantage,3847 H,Eng
I Heart Movies,Telstar-18-Vantage,3847 H,Tgl
Pinoy Hits,Telstar-18-Vantage,3847 H,Tgl
IBC 13,Telstar-18-Vantage,3856 H,Tgl
Solar Sports,Telstar-18-Vantage,3867 H,Eng
Front Row Channel,Telstar-18-Vantage,3867 H,Eng
Solar Flix,Telstar-18-Vantage,3867 H,Eng
Light TV,Telstar-18-Vantage,3872 H,Tgl
A2Z Channel 11,Telstar-18-Vantage,3872 H,Tgl
Pinoy Box Office,Telstar-18-Vantage,3876 H,Tgl
Viva Cinema,Telstar-18-Vantage,3876 H,Tgl
Tagalized Movie Channnel,Telstar-18-Vantage,3876 H,Tgl
AllTV,Telstar-18-Vantage,3897 H,Tgl
Congress TV,Telstar-18-Vantage,3930 V,Tgl
AniPlus HD,Telstar-18-Vantage,3946 V,Kor
CinemaWorld,Telstar-18-Vantage,3946 V,Eng
K+,Telstar-18-Vantage,3946 V,Kor
Radio Maria Philippines,Telstar-18-Vantage,4056 H,Tgl
TV 5 (Philippines),Telstar-18-Vantage,4081 H,Tgl
TV 5 (Philippines),Telstar-18-Vantage,4081 H,Tgl
RPTV,Telstar-18-Vantage,4081 H,Tgl
RPTV,Telstar-18-Vantage,4095 H,Tgl
One Sports,Telstar-18-Vantage,4081 H,Eng
DWIZ 882 AM,Telstar-18-Vantage,4095 H,Tgl
CCTV 13,Telstar-18-Vantage,12416 V,Chi
MNB,Telstar-18-Vantage,12477 H,Mon
TV 25 (Mongolia),Telstar-18-Vantage,12477 H,Mon
TV 5 (Mongolia),Telstar-18-Vantage,12477 H,Mon
9 TV (Mongolia),Telstar-18-Vantage,12477 H,Mon
TenGer TV,Telstar-18-Vantage,12477 H,Mon
Mongol TV,Telstar-18-Vantage,12477 H,Mon
Edu TV,Telstar-18-Vantage,12477 H,Mon
UBS,Telstar-18-Vantage,12477 H,Mon
Eagle News,Telstar-18-Vantage,12477 H,Mon
SBN TV (Mongolia),Telstar-18-Vantage,12477 H,Mon
MNB Sport,Telstar-18-Vantage,12477 H,Mon
NTV (Mongolia),Telstar-18-Vantage,12477 H,Mon
ETV HD,Telstar-18-Vantage,12477 H,Mon
TV 8 (Mongolia),Telstar-18-Vantage,12477 H,Mon
Star TV (Mongolia),Telstar-18-Vantage,12477 H,Mon
Malchin TV,Telstar-18-Vantage,12477 H,Mon
C1,Telstar-18-Vantage,12477 H,Mon
Suld TV,Telstar-18-Vantage,12477 H,Mon
Eco TV (Mongolia),Telstar-18-Vantage,12477 H,Mon
Central TV,Telstar-18-Vantage,12477 H,Mon
Royal HD,Telstar-18-Vantage,12477 H,Mon
Ekh Oron TV,Telstar-18-Vantage,12477 H,Mon
Mongolsat promo,Telstar-18-Vantage,12598 H,Mon
TV Kino Teatr,Telstar-18-Vantage,12598 H,Mon
SJTV,Telstar-18-Vantage,12660 V,Chi
Sinda TV,Telstar-18-Vantage,12660 V,Chi
Good 2,Telstar-18-Vantage,12660 V,Chi
Hope Channel Chinese,Telstar-18-Vantage,12660 V,Chi
UCTV,Telstar-18-Vantage,12660 V,Chi
CCTV 4 Asia,Telstar-18-Vantage,12721 V,Chi
CGTN,Telstar-18-Vantage,12721 V,Chi
CCTV Opera,Telstar-18-Vantage,12721 V,Chi
CCTV 6,Telstar-18-Vantage,12721 V,Chi
CCTV Entertainment,Telstar-18-Vantage,12721 V,Chi
CGTN Documentary,Telstar-18-Vantage,12721 V,Eng
Dragon TV International,Telstar-18-Vantage,12721 V,Chi
Jiangsu TV International,Telstar-18-Vantage,12721 V,Chi
Hunan TV International,Telstar-18-Vantage,12721 V,Chi
Fujian Straits TV,Telstar-18-Vantage,12721 V,Chi
Xiamen Star TV International,Telstar-18-Vantage,12721 V,Chi
The Greater Bay Satellite TV,Telstar-18-Vantage,12721 V,Chi
Shenzhen Satellite TV International,Telstar-18-Vantage,12721 V,Chi
Chongqing TV International,Telstar-18-Vantage,12721 V,Chi
Henan TV International Channel,Telstar-18-Vantage,12721 V,Chi
Anhui International Channel,Telstar-18-Vantage,12721 V,Chi
Zhejiang Satellite TV International,Telstar-18-Vantage,12721 V,Chi
Yunnan Lancang-Mekong International Channel,Telstar-18-Vantage,12721 V,
BRTV International Channel,Telstar-18-Vantage,12721 V,Chi
Angel TV Chinese,Telstar-18-Vantage,12739 H,Chi
GCN Korea,Telstar-18-Vantage,12739 H,
One TV,Telstar-18-Vantage,12739 H,Chi
One TV Discover,Telstar-18-Vantage,12739 H,Chi
NHK World Japan Radio,Telstar-18-Vantage,12739 H,
VTV 1,Apstar-6C,3418 H,Vie
VTV 1,Apstar-6C,3418 H,Vie
VTV 1,Apstar-6C,3418 H,Vie
VTV 2,Apstar-6C,3418 H,Vie
VTV 2,Apstar-6C,3418 H,Vie
VTV 4,Apstar-6C,3418 H,Vie
VTV 5,Apstar-6C,3418 H,Vie
VTV 7,Apstar-6C,3418 H,Vie
VTV 8,Apstar-6C,3418 H,Vie
VTV 3,Apstar-6C,3418 H,Vie
VTV 3,Apstar-6C,3418 H,Vie
VTV Can Tho,Apstar-6C,3418 H,Vie
VTV Can Tho,Apstar-6C,3418 H,Vie
VTV 9,Apstar-6C,3418 H,Vie
VTV 5 Tay Nam Bo,Apstar-6C,3418 H,Vie
VTV 5 Tay Nguyen,Apstar-6C,3418 H,Vie
(CBS feeds),Apstar-6C,3812 H,
CCTV TV Guide,Apstar-6C,3940 V,Chi
CCTV Weapon Technology Channel,Apstar-6C,3940 V,Chi
CCTV Health,Apstar-6C,3940 V,Chi
CCTV Home Shopping,Apstar-6C,3940 V,Chi
CCTV Billiards,Apstar-6C,4020 V,Chi
CCTV Soccer,Apstar-6C,4020 V,Chi
CCTV Golf & Tennis,Apstar-6C,4020 V,Chi
CCTV World Geography,Apstar-6C,4020 V,Chi
CCTV Fashionable Woman,Apstar-6C,4020 V,Chi
CCTV Classic,Apstar-6C,4060 V,Chi
CCTV Fashion Music,Apstar-6C,4060 V,Chi
CCTV Nostalgia Theater,Apstar-6C,4060 V,Chi
CCTV Theater,Apstar-6C,4060 V,Chi
CCTV Drama,Apstar-6C,4060 V,Chi
(Pitmasters feeds),Apstar-6C,4145 H,
(Pitmasters feeds),Apstar-6C,4158 H,
(Pitmasters feeds),Apstar-6C,4187 H,
(Pitmasters feeds),Apstar-6C,4191 H,
CNR 1 Voice of China,Apstar-6C,12269 V,Chi
CNR 1 Voice of China,Apstar-6C,12269 V,Chi
CNR 2 Voice of Finance,Apstar-6C,12269 V,Chi
CNR 3 Music Radio,Apstar-6C,12269 V,Chi
CNR 4 Golden Radio,Apstar-6C,12269 V,Chi
CNR 5 Taiwan service 1,Apstar-6C,12269 V,Chi
CNR 6 Taiwan service 2,Apstar-6C,12269 V,Chi
CNR 7 Radio The Greater Bay,Apstar-6C,12269 V,Chi
CNR 7 Radio The Greater Bay,Apstar-6C,12269 V,Chi
CNR 8 Minorities service,Apstar-6C,12269 V,
CNR 9 FM 106.6,Apstar-6C,12269 V,Chi
China Radio International,Apstar-6C,12269 V,
China Radio International,Apstar-6C,12269 V,
China Radio International,Apstar-6C,12269 V,
CRI Ez FM,Apstar-6C,12269 V,Eng
CRI Hit FM 88.7,Apstar-6C,12269 V,Eng
CRI Newsradio,Apstar-6C,12269 V,Chi
CRI Newsradio,Apstar-6C,12269 V,Chi
CRI Newsradio,Apstar-6C,12269 V,Chi
CETV 1,Apstar-6C,12395 V,Chi
CETV 2,Apstar-6C,12395 V,Chi
CETV 4,Apstar-6C,12395 V,Chi
Radyo Pilipinas 1,JCSAT-5A,3797 H,Tgl
NTV News 24,JCSAT-5A,12323 V,Jpn
(VTV feeds),Vinasat-1,3475 V,
VTC Digital promo,Vinasat-1,10968 H,Vie
Quang Ninh TV 1,Vinasat-1,10968 H,Vie
Quang Ninh TV 3,Vinasat-1,10968 H,Vie
Quoc Hoi TV,Vinasat-1,10968 H,Vie
Nhan Dan TV,Vinasat-1,10968 H,Vie
V News,Vinasat-1,10968 H,Vie
Vinh Long TV 1,Vinasat-1,10968 H,Vie
Vinh Long TV 2,Vinasat-1,10968 H,Vie
Hai Phong TV,Vinasat-1,10968 H,Vie
THP+,Vinasat-1,10968 H,Vie
Phu Tho TV,Vinasat-1,10968 H,Vie
Phu Tho Radio,Vinasat-1,10968 H,Vie
