Provider/Channel,Sattelite_Name,freq_alt,beam_alt,sr_alt,fec_alt,Compression,eirp_alt
Love Radio Kyrgyzstan,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Radio OK,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Maral FM Bishkek,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Maral FM Osh,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
El FM,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Europa Plus Kirgizstan,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Sanjyra Radiosu,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Suiunchu FM,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Retro FM Kirgizstan,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Min Kiyal FM,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Kyrgyz Radiosu,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Birinchi Radio,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
Radio Mir Bishkek,Eutelsat-70B,11097 H,tp BCC3,23627.0,4/5,,44-46
I News,Eutelsat-70B,11113 H,tp BCC3,4000.0,5/6,?-?MPEG-4/HD,44-46
BW TV Alpha,Eutelsat-70B,11495 H,,4000.0,5/6,?-?MPEG-4/SD,0
VoA TV Asia,Eutelsat-70B,11574 H,tp DES3,4142.0,1/2,?-?MPEG-4/HD,0
Radio Free Asia Tibetan,Eutelsat-70B,11609 H,tp DES3,5417.0,1/2,,0
Radio Free Asia Tibetan,Eutelsat-70B,12682 V,tp F6,16046.0,1/2,,48
Al Ayyam TV,Eutelsat-70B,12507 V,,2222.0,3/4,?-?MPEG-2/SD,48
Almasirah Mubasher,Eutelsat-70B,12516 V,,1600.0,5/6,65535-1MPEG-4/SD,48
Al Nujaba TV,Eutelsat-70B,12520 V,,1600.0,5/6,?-?MPEG-2/SD,48
Alanwar TV 2,Eutelsat-70B,12524 V,,1600.0,5/6,.-.MPEG-4/SD,48
Palestine Al Yawm,Eutelsat-70B,12533 V,,1600.0,5/6,65535-100MPEG-4/HD,48
Al Eshraq TV,Eutelsat-70B,12562 V,,1500.0,5/6,?-?MPEG-2/SD,48
Bayyinat TV,Eutelsat-70B,12564 V,,1500.0,5/6,?-?MPEG-4/SD,48
Al-Naeem TV,Eutelsat-70B,12566 V,,1500.0,5/6,?-?MPEG-4/HD,48
Thaqalayn TV,Eutelsat-70B,12570 V,,1500.0,3/4,?-?MPEG-2/SD,48
MTA 7 Asia,Eutelsat-70B,12682 V,tp F6,16046.0,1/2,MPEG-4/HD,48
VoA Tibetan,Eutelsat-70B,12682 V,tp F6,16046.0,1/2,,48
Radio Free Asia Mandarin,Eutelsat-70B,12682 V,tp F6,16046.0,1/2,,48
1TV ,Eutelsat-70B,12709 H,tp F5,2500.0,3/4,?-?MPEG-4/HD,48
KBS Korea,Intelsat-20,3715 V,tp LM2C,2800.0,2/3,0-205MPEG-4/HD,37.1-39.1
Discovery Channel India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
DTamil,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
Animal Planet India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
Investigation Discovery India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
Discovery Science India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
Discovery Turbo India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
TLC India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
Discovery HD World India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/HD,37.1-39.1
Discovery Kids India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
TLC HD India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/HD,37.1-39.1
Animal Planet HD World India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/HD,37.1-39.1
Pogo,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
Cartoon Network India,Intelsat-20,3739 H,tp LM1C,30000.0,3/4,MPEG-4/SD,37.1-39.1
Arihant TV,Intelsat-20,3769 V,tp LM4C,3600.0,3/4,MPEG-4/SD,37.1-39.1
Aastha Tamil,Intelsat-20,3769 V,tp LM4C,3600.0,3/4,MPEG-4/SD,37.1-39.1
Aastha Telugu,Intelsat-20,3769 V,tp LM4C,3600.0,3/4,MPEG-4/SD,37.1-39.1
Aastha Kannada,Intelsat-20,3769 V,tp LM4C,3600.0,3/4,MPEG-4/SD,37.1-39.1
Aastha India,Intelsat-20,3774 V,tp LM4C,2944.0,3/4,1-1MPEG-2/SD,37.1-39.1
Aastha Bhajan India,Intelsat-20,3777 V,tp LM4C,2940.0,3/4,MPEG-4/SD,37.1-39.1
Vedic,Intelsat-20,3777 V,tp LM4C,2940.0,3/4,MPEG-4/SD,37.1-39.1
CGN TV,Intelsat-20,3782 V,tp LM4C,2965.0,3/4,66535-1MPEG-2/SD,37.1-39.1
J Movie,Intelsat-20,3788 V,tp LM4C,4400.0,2/3,1-2MPEG-4/SD,37.1-39.1
Arirang World,Intelsat-20,3795 V,tp LM4C,5580.0,2/3,65535-1MPEG-4/HD,37.1-39.1
Arirang World,Intelsat-20,4054 V,tp LM16C,4400.0,3/4,65535-1MPEG-2/SD,37.1-39.1
Jan TV,Intelsat-20,3828 V,tp LM6C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Khabar Fast,Intelsat-20,3828 V,tp LM6C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Pratidin Time,Intelsat-20,3828 V,tp LM6C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Maina,Intelsat-20,3828 V,tp LM6C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Praveg TV,Intelsat-20,3828 V,tp LM6C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Jan TV Plus,Intelsat-20,3828 V,tp LM6C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Maha Movie,Intelsat-20,3828 V,tp LM6C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Fakt Marathi,Intelsat-20,3828 V,tp LM6C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Colors Marathi,Intelsat-20,3850 V,tp LM6C,14400.0,5/6,MPEG-4/HD,37.1-39.1
Colors Bangla,Intelsat-20,3850 V,tp LM6C,14400.0,5/6,MPEG-4/HD,37.1-39.1
Colors Kannada,Intelsat-20,3850 V,tp LM6C,14400.0,5/6,MPEG-4/HD,37.1-39.1
Colors Super,Intelsat-20,3850 V,tp LM6C,14400.0,5/6,MPEG-4/HD,37.1-39.1
Comedy Central India,Intelsat-20,3850 V,tp LM6C,14400.0,5/6,MPEG-4/SD,37.1-39.1
MTV Beats,Intelsat-20,3850 V,tp LM6C,14400.0,5/6,MPEG-4/HD,37.1-39.1
Sony Sports Ten 1,Intelsat-20,3868 H,tp LM5C,14450.0,3/4,MPEG-4/SD,37.1-39.1
Sony Sports Ten 2,Intelsat-20,3868 H,tp LM5C,14450.0,3/4,MPEG-4/SD,37.1-39.1
Sony Sports Ten 2,Intelsat-20,3930 H,tp LM7C,25000.0,2/3,MPEG-4/HD,37.1-39.1
Sony Sports Ten 3,Intelsat-20,3868 H,tp LM5C,14450.0,3/4,MPEG-4/SD,37.1-39.1
Sony Sports Ten 3,Intelsat-20,3930 H,tp LM7C,25000.0,2/3,MPEG-4/HD,37.1-39.1
Sony Marathi,Intelsat-20,3868 H,tp LM5C,14450.0,3/4,MPEG-4/SD,37.1-39.1
Sony Sports Ten 4,Intelsat-20,3868 H,tp LM5C,14450.0,3/4,MPEG-4/SD,37.1-39.1
ANC Global,Intelsat-20,3868 V,tp LM6C,15000.0,2/3,MPEG-4/HD,37.1-39.1
TFC Asia-Pacific,Intelsat-20,3868 V,tp LM6C,15000.0,2/3,MPEG-4/HD,37.1-39.1
Cinema One Global,Intelsat-20,3868 V,tp LM6C,15000.0,2/3,MPEG-4/HD,37.1-39.1
Myx USA,Intelsat-20,3868 V,tp LM6C,15000.0,2/3,MPEG-4/HD,37.1-39.1
Cine Mo! Global,Intelsat-20,3868 V,tp LM6C,15000.0,2/3,MPEG-4/HD,37.1-39.1
DWPM Radyo 630,Intelsat-20,3868 V,tp LM6C,15000.0,2/3,,37.1-39.1
MOR Philippines,Intelsat-20,3868 V,tp LM6C,15000.0,2/3,,37.1-39.1
Daystar TV,Intelsat-20,3890 V,tp LM8C,1954.0,5/6,1-19MPEG-2/SD,37.1-39.1
Daystar TV,Intelsat-20,12522 V,tp 25K,27500.0,3/4,MPEG-2/SD,44.8-45.8
WRN English North America and Africa and Asia,Intelsat-20,3890 V,tp LM8C,1954.0,5/6,,37.1-39.1
Mahaa News,Intelsat-20,3893 V,tp LM8C,2500.0,5/6,MPEG-4/SD,37.1-39.1
Mantavya News,Intelsat-20,3893 V,tp LM8C,2500.0,5/6,MPEG-4/SD,37.1-39.1
Sony SAB India,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
Sony Pix,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
Sony Aath,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
Sony Sports Ten 5,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
Sony Sports Ten 5,Intelsat-20,3930 H,tp LM7C,25000.0,2/3,MPEG-4/HD,37.1-39.1
Sony Pal,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
Sony Wah,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
Sony Max India,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
Sony Max 2,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
SET India,Intelsat-20,3900 H,tp LM7C,22222.0,5/6,MPEG-4/SD,37.1-39.1
KBS World,Intelsat-20,3913 V,tp LM8C,6510.0,3/4,1-3MPEG-4/HD,37.1-39.1
India TV Speed News,Intelsat-20,3922 V,tp LM8C,7000.0,5/6,MPEG-4/HD,37.1-39.1
Ten Cricket,Intelsat-20,3930 H,tp LM7C,25000.0,2/3,MPEG-4/HD,37.1-39.1
Times Now,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/SD,37.1-39.1
Zoom ,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/SD,37.1-39.1
ET Now,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/SD,37.1-39.1
Movies Now,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/SD,37.1-39.1
Movies Now +,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/HD,37.1-39.1
Romedy Now,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/SD,37.1-39.1
Mirror Now,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/SD,37.1-39.1
Times Now World,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/HD,37.1-39.1
MNX,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/HD,37.1-39.1
ET Now Swadesh,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/SD,37.1-39.1
Times Now Navbharat,Intelsat-20,3974 H,tp LM9C,22500.0,8/9,MPEG-4/HD,37.1-39.1
Zee Talkies,Intelsat-20,3974 V,tp LM10C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Bangla,Intelsat-20,3974 V,tp LM10C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Tamil,Intelsat-20,3974 V,tp LM10C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Keralam,Intelsat-20,3974 V,tp LM10C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Cinemalu,Intelsat-20,3974 V,tp LM10C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Chitramandir,Intelsat-20,3974 V,tp LM10C,22500.0,5/6,MPEG-4/SD,37.1-39.1
Colors Rishtey Asia,Intelsat-20,3993 H,tp LM11C,4000.0,2/3,MPEG-4/SD,37.1-39.1
Colors Rishtey Asia,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/SD,37.1-39.1
Colors Asia Pacific,Intelsat-20,3993 H,tp LM11C,4000.0,2/3,MPEG-4/SD,37.1-39.1
MTV India,Intelsat-20,3993 H,tp LM11C,4000.0,2/3,MPEG-4/SD,37.1-39.1
MTV India,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/SD,37.1-39.1
CNBC TV 18,Intelsat-20,3995 V,tp LM12C,6666.0,5/6,MPEG-4/SD,37.1-39.1
CNBC Awaaz,Intelsat-20,3995 V,tp LM12C,6666.0,5/6,MPEG-4/SD,37.1-39.1
News 18 Lokmat,Intelsat-20,3995 V,tp LM12C,6666.0,5/6,MPEG-4/HD,37.1-39.1
CNBC Bajar,Intelsat-20,3995 V,tp LM12C,6666.0,5/6,MPEG-4/SD,37.1-39.1
CNBC TV 18 Prime HD,Intelsat-20,3995 V,tp LM12C,6666.0,5/6,MPEG-4/HD,37.1-39.1
& TV Middle East,Intelsat-20,4000 H,tp LM11C,7500.0,3/4,MPEG-4/HD,37.1-39.1
Shubh TV,Intelsat-20,4003 V,tp LM12C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Abzy Movies,Intelsat-20,4003 V,tp LM12C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Sandesh News,Intelsat-20,4003 V,tp LM12C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Shubh Cinema,Intelsat-20,4003 V,tp LM12C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Abzy Cool,Intelsat-20,4003 V,tp LM12C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Abzy Dhakad,Intelsat-20,4003 V,tp LM12C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Insync,Intelsat-20,4003 V,tp LM12C,7200.0,3/4,MPEG-4/SD,37.1-39.1
NewsTime Bangla,Intelsat-20,4013 H,tp LM11C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Ruposhi Bangla,Intelsat-20,4013 H,tp LM11C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Aakaash Aath,Intelsat-20,4013 H,tp LM11C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Dhoom Music,Intelsat-20,4013 H,tp LM11C,7200.0,3/4,MPEG-4/SD,37.1-39.1
R Plus,Intelsat-20,4013 H,tp LM11C,7200.0,3/4,MPEG-4/SD,37.1-39.1
NewsTime Assam,Intelsat-20,4013 H,tp LM11C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Manoranjan Movies,Intelsat-20,4013 H,tp LM11C,7200.0,3/4,MPEG-4/SD,37.1-39.1
R Plus Gold,Intelsat-20,4013 H,tp LM11C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Colors,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/SD,37.1-39.1
Colors Cineplex Superhits,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/SD,37.1-39.1
Nick Jr India,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/SD,37.1-39.1
Colors Kannada Cinema,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/SD,37.1-39.1
Colors Tamil,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/HD,37.1-39.1
Colors Cineplex,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/HD,37.1-39.1
Colors Cineplex Bollywood,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/SD,37.1-39.1
Sports 18 Hindi,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/HD,37.1-39.1
Nickelodeon India,Intelsat-20,4034 H,tp LM13C,20500.0,5/6,MPEG-4/SD,37.1-39.1
History TV 18,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
News 18 Malayalam,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
Sonic Nickelodeon,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
News 18 Tamil,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
News 18 Assam & North-East,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
News 18 India,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
MTV HD+,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/HD,37.1-39.1
Sports 18 1,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
Sports 18 Khel,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
Sports 18 2,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
Sports 18 Tamil,Intelsat-20,4034 V,tp LM14C,21600.0,5/6,MPEG-4/SD,37.1-39.1
Aljazeera English,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,MPEG-2/SD,37.1-39.1
CNBC Asia-Pacific,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,MPEG-4/SD,37.1-39.1
CGTN,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,MPEG-2/SD,37.1-39.1
EWTN Africa - Asia,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,MPEG-2/SD,37.1-39.1
ABC Australia Asia,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,MPEG-4/HD,37.1-39.1
BBC News South Asia,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,MPEG-2/SD,37.1-39.1
Radio Australia English for the Pacific,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,,37.1-39.1
Radio Australia English for Asia,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,,37.1-39.1
EWTN Radio,Intelsat-20,4064 H,tp LM15C,19850.0,7/8,,37.1-39.1
Satsang TV,Intelsat-20,4064 V,tp LM16C,4400.0,3/4,MPEG-2/SD,37.1-39.1
Hope Channel International,Intelsat-20,4069 V,tp LM16C,2500.0,2/3,3-3MPEG-2/SD,37.1-39.1
Hope Channel International,Intelsat-20,12522 H,tp 26K,30000.0,3/4,MPEG-2/SD,44.8-45.8
Morning Star Radio,Intelsat-20,4069 V,tp LM16C,2500.0,2/3,,37.1-39.1
Morning Star Radio,Intelsat-20,12522 H,tp 26K,30000.0,3/4,,44.8-45.8
Voice of Hope Africa,Intelsat-20,4069 V,tp LM16C,2500.0,2/3,,37.1-39.1
Maranatha 104.7 FM,Intelsat-20,4069 V,tp LM16C,2500.0,2/3,,37.1-39.1
Maranatha 104.7 FM,Intelsat-20,12522 H,tp 26K,30000.0,3/4,,44.8-45.8
TRT World,Intelsat-20,4076 V,tp LM16C,3906.0,5/6,22-44MPEG-4/HD,37.1-39.1
Travelxp HD,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/HD,37.1-39.1
Kashish News,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
1S News,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
STV Haryana News,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
Travelxp Tamil,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
Sangeet Marathi,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
VTV Gujarati,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
Hi Dost!,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
Woman,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
Foodxp,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
Bhojpuri Cinema,Intelsat-20,4090 H,tp LM17C,14368.0,3/4,MPEG-4/SD,37.1-39.1
YTN World,Intelsat-20,4092 V,tp LM18C,2963.0,3/4,65535-1MPEG-2/SD,37.1-39.1
CNN News 18,Intelsat-20,4103 H,tp LM17C,5720.0,3/4,MPEG-4/SD,37.1-39.1
News 18,Intelsat-20,4103 H,tp LM17C,5720.0,3/4,MPEG-4/SD,37.1-39.1
News 18 UK,Intelsat-20,4103 H,tp LM17C,5720.0,3/4,MPEG-4/SD,37.1-39.1
Zee News,Intelsat-20,4103 V,tp LM18C,7200.0,3/4,1-51MPEG-4/HD,37.1-39.1
NTV ,Intelsat-20,4115 H,tp LM19C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Bhakthi TV,Intelsat-20,4115 H,tp LM19C,7200.0,3/4,MPEG-4/SD,37.1-39.1
Vanitha TV,Intelsat-20,4115 H,tp LM19C,7200.0,3/4,MPEG-4/SD,37.1-39.1
PTC News,Intelsat-20,4116 V,tp LM20C,8800.0,5/6,MPEG-4/SD,37.1-39.1
PTC Punjabi,Intelsat-20,4116 V,tp LM20C,8800.0,5/6,MPEG-4/SD,37.1-39.1
PTC Chakde,Intelsat-20,4116 V,tp LM20C,8800.0,5/6,MPEG-4/SD,37.1-39.1
PTC Punjabi Gold,Intelsat-20,4116 V,tp LM20C,8800.0,5/6,MPEG-4/SD,37.1-39.1
Oscar Movies Bhojpuri,Intelsat-20,4116 V,tp LM20C,8800.0,5/6,MPEG-4/SD,37.1-39.1
PTC Simran,Intelsat-20,4116 V,tp LM20C,8800.0,5/6,MPEG-4/SD,37.1-39.1
PTC Music,Intelsat-20,4116 V,tp LM20C,8800.0,5/6,MPEG-4/SD,37.1-39.1
NHK World Japan,Intelsat-20,4128 H,tp LM19C,14890.0,2/3,MPEG-4/HD,37.1-39.1
NHK World Premium,Intelsat-20,4128 H,tp LM19C,14890.0,2/3,MPEG-4/HD,37.1-39.1
NHK World Japan Radio,Intelsat-20,4128 H,tp LM19C,14890.0,2/3,,37.1-39.1
Jaya Plus,Intelsat-20,4130 V,tp LM20C,12800.0,3/4,MPEG-4/SD,37.1-39.1
Jaya TV ,Intelsat-20,4130 V,tp LM20C,12800.0,3/4,MPEG-4/HD,37.1-39.1
Jaya Max,Intelsat-20,4130 V,tp LM20C,12800.0,3/4,MPEG-4/SD,37.1-39.1
Urdu 1 Middle East,Intelsat-20,4150 H,tp LM21C,14400.0,3/4,MPEG-4/SD,37.1-39.1
Peace TV English,Intelsat-20,4150 H,tp LM21C,14400.0,3/4,MPEG-4/HD,37.1-39.1
Peace TV Urdu,Intelsat-20,4150 H,tp LM21C,14400.0,3/4,MPEG-4/HD,37.1-39.1
Peace TV Bangla,Intelsat-20,4150 H,tp LM21C,14400.0,3/4,MPEG-4/HD,37.1-39.1
Peace TV Chinese,Intelsat-20,4150 H,tp LM21C,14400.0,3/4,MPEG-4/HD,37.1-39.1
Huda TV,Intelsat-20,4150 H,tp LM21C,14400.0,3/4,MPEG-4/HD,37.1-39.1
Zee Cinema Asia,Intelsat-20,4155 V,tp LM22C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee TV India,Intelsat-20,4155 V,tp LM22C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Anmol,Intelsat-20,4155 V,tp LM22C,22500.0,5/6,MPEG-4/SD,37.1-39.1
& pictures,Intelsat-20,4155 V,tp LM22C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Marathi,Intelsat-20,4155 V,tp LM22C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Telugu,Intelsat-20,4155 V,tp LM22C,22500.0,5/6,MPEG-4/HD,37.1-39.1
Zee Kannada,Intelsat-20,4155 V,tp LM22C,22500.0,5/6,MPEG-4/HD,37.1-39.1
WION,Intelsat-20,4163 H,tp LM21C,7500.0,3/4,MPEG-4/SD,37.1-39.1
EZMall,Intelsat-20,4163 H,tp LM21C,7500.0,3/4,MPEG-4/SD,37.1-39.1
Zee 24 Kalak,Intelsat-20,4163 H,tp LM21C,7500.0,3/4,MPEG-4/SD,37.1-39.1
Zee Salaam,Intelsat-20,4163 H,tp LM21C,7500.0,3/4,MPEG-4/SD,37.1-39.1
Zee Uttar Pradesh Uttarakhand,Intelsat-20,4163 H,tp LM21C,7500.0,3/4,MPEG-4/SD,37.1-39.1
Aaj Tak,Intelsat-20,4182 H,tp LM23C,16296.0,3/4,MPEG-4/SD,37.1-39.1
India Today,Intelsat-20,4182 H,tp LM23C,16296.0,3/4,MPEG-4/SD,37.1-39.1
Good News Today,Intelsat-20,4182 H,tp LM23C,16296.0,3/4,MPEG-4/SD,37.1-39.1
Aaj Tak International,Intelsat-20,4182 H,tp LM23C,16296.0,3/4,MPEG-4/SD,37.1-39.1
India Today International,Intelsat-20,4182 H,tp LM23C,16296.0,3/4,MPEG-4/SD,37.1-39.1
Aaj Tak UK,Intelsat-20,4182 H,tp LM23C,16296.0,3/4,MPEG-4/SD,37.1-39.1
Sahana News,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
News 1st ,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Channel 36 UP/UK,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
News India 24x7,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Anjan TV,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Food Food,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
1 Yes News,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Bharat Express,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Swadesh News,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
India Ahead,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Aadinath TV,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Republic TV,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Jai Maharashtra,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Republic Bangla,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
1st India,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
Bharat 24,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
M Nadu TV,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
TV 9 Bharatvarsh,Intelsat-20,4184 V,tp LM24C,21600.0,8/9,MPEG-4/SD,37.1-39.1
